,part,title,rating,text
146,인문,사피엔스,평점5점,좋아요
147,인문,사피엔스,평점5점,아버지 크리스마스 선물로 샀어요 좋아하시네요^^
148,인문,사피엔스,평점4점,두껍지만 읽을만한 책
149,인문,사피엔스,평점4점,주위에서 많이 추천해서 구입했습니다
150,인문,사피엔스,평점5점,"믿고 보는 유발 하라리 책, 그중에 단연 압권입니다"
151,인문,사피엔스,평점5점,기대됩니다. ^^
152,인문,사피엔스,평점5점,인간사를이해할수있는책
153,인문,사피엔스,평점5점,추천합니다
154,인문,사피엔스,평점5점,추천합니다.
155,인문,사피엔스,평점5점,총균쇠에 이어서 문명사를 알 수 있는 책.
156,인문,사피엔스,평점4점,좋은 책입니다.
157,인문,사피엔스,평점5점,많은 도움이 되었습니다
158,인문,사피엔스,평점5점,"무엇보다 종이재질과 폰트, 칼라인쇄가 맘에들어요. 눈이 덜 피로하게 즐겁게 읽을 수 읽었습"
159,인문,사피엔스,평점5점,쉽고 재미 있습니다
160,인문,사피엔스,평점5점,한번 읽기로 끝이 아닌 두번 읽어 지식을 얻을수 있는 도서
161,인문,사피엔스,평점5점,머릿속을 지식으로 채우고 싶어서 구매 삽화들이 있어서 재밌을거 같다 인내를 갖고 도전
162,인문,사피엔스,평점5점,독서를 위한 책이면서 소장을 위한 책
163,인문,사피엔스,평점5점,총균쇠에 잇는 또다른 거대한 역사책
164,인문,사피엔스,평점5점,나는 영어판으로 읽었지만 딸아이를 위해서 한국어판을 또 사게 되었다.
165,인문,사피엔스,평점4점,베스트셀러로 치부하고 지나치기엔 아쉬운 책
166,인문,사피엔스,평점5점,좋아요
167,인문,사피엔스,평점5점,사회생활에서 인간의 기본 행동 양식에 대한 이해를 준다. 고기에 대한 애착을 높인다.
168,인문,사피엔스,평점4점,읽고 또 읽게 되네요~
169,인문,사피엔스,평점5점,소장해야 하는 책입니다
170,인문,사피엔스,평점5점,이 책의 반전 매력은 우리 역시를 설명하고 있다.
171,인문,사피엔스,평점5점,추천합니다
172,인문,사피엔스,평점5점,추천받아서 구입완료! 기대기대합니다!
173,인문,사피엔스,평점5점,괜히 베스트셀러가 아닌거 같아요^^
174,인문,사피엔스,평점5점,좋습니다.
175,인문,사피엔스,평점5점,필독독서입니다 최고중에 최고^^
176,인문,사피엔스,평점5점,논술학원 교재로 구입했어요. 만족합니다
177,인문,사피엔스,평점5점,인류 필독서
178,인문,사피엔스,평점5점,재미있네요
179,인문,사피엔스,평점5점,너무 좋음
180,인문,사피엔스,평점4점,추천합니다
181,인문,사피엔스,평점5점,좋은책입니다. 추천합니다.
182,인문,사피엔스,평점3점,호모가 접미로 붙은 단어를 이해하고 싶어 샀습니다.
183,인문,사피엔스,평점4점,새로운 관점을 제시하는 책입니다. 농업 혁명은 비극에 시작 ㅋㅋ 잘 넘어갑니다.
184,인문,사피엔스,평점3점,좋았어요
185,인문,사피엔스,평점5점,정말 읽고 싶던 책인데 이제야 읽게됐네요~ 흥미진진합니다
186,인문,사피엔스,평점5점,정말 좋은 책
187,인문,사피엔스,평점5점,흥미롭고 술술 읽힘
188,인문,사피엔스,평점5점,재미있습니다 의지를 가지고 읽어봐야 합니다
189,인문,사피엔스,평점5점,이 유명한책을 이제야 보게되네요~~^^
190,인문,사피엔스,평점5점,생각날 때마다 꺼내서 보는 책. 평생 두고두고 읽을만한 몇 안되는 책!!!
191,인문,사피엔스,평점4점,천천히 읽어볼 책입니다
192,인문,사피엔스,평점5점,기대한만큼 흥미롭습니다
193,인문,사피엔스,평점5점,아직 안 읽어봐서 모르겠슴.
194,인문,사피엔스,평점5점,어렵지만 유익
195,인문,사피엔스,평점5점,인간의 과거와 현재 그리고 미래를 알 수 있게 해 준다.
196,인문,사피엔스,평점5점,유발 하라리의 깊은 통찰을 느낄 수 있는 책이다
197,인문,사피엔스,평점5점,두루두루 의미 있고 배운다는 느낌이 많은 책이네요
198,인문,사피엔스,평점5점,추천합니다
199,인문,사피엔스,평점5점,공부하면서 알게되고 잼있는 책이 몇권이나 될까요? 인간의 시작과 현재의 나를 알게되는 책
200,인문,사피엔스,평점5점,어려운 부분도 있지만 여러번 읽고 싶은 책입니다.
201,인문,사피엔스,평점5점,"인간이 신을 발명할 때 역사는 시작되었고, 인간이 신이 될 때 역사는 끝날 것이다."
202,인문,사피엔스,평점5점,좋아요
203,인문,사피엔스,평점5점,인생 필독서!
204,인문,사피엔스,평점5점,이 책 덕에 벽돌책이란 걸 완독해보네요 재밌어요
205,인문,사피엔스,평점5점,"읽어야할 책인걸 알면서 설민석 선생님 강독 후 구입했어요. 다른 시각, 다른 접근."
206,인문,사피엔스,평점5점,꼭 읽어야할 책!
207,인문,사피엔스,평점5점,10년에 한번 나올까말까하는 명저 강추합니다.
208,인문,사피엔스,평점5점,학원선생님 추찬으로 구매했어요
209,인문,사피엔스,평점5점,학원에서 필요해서 구입했는데 좋아요
210,인문,사피엔스,평점5점,현재 우리 인간의 과거와 현재 그리고 미래를 알고자 하는 분들에게 추천합니다.
211,인문,사피엔스,평점5점,어렵지만 읽으면서 너무나 유익했던 책.... 강추
212,인문,사피엔스,평점5점,"엄청난 두께, 방대한 범위, 하지만 잘 읽히고 이해됨."
213,인문,사피엔스,평점5점,유발 하라리 그는 정말 뛰어난 사고력의 소유자. 이 시대에 맞는 지식인.
214,인문,사피엔스,평점5점,여러가지를 아우르는 멋진 통찰력
215,인문,사피엔스,평점5점,벽돌책의 두려움도 잊고 재밌게 읽었어요
216,인문,사피엔스,평점5점,흥미롭다가 말다가 반복하는 책 ..!
217,인문,사피엔스,평점5점,잘 읽히고 재밌어요!
